itemCode,dscription,codeBars,mnfctrCode,salesItem,purchItem,returnItem,classCode,uom1,uom2,uom3,length,length1,width,width1,height,height1,weight1,weight2,lstSalDate,lstPurDate,regDate,locked,objType,auditDate,auditUser,backupSts,uom4,isFocus,isTM,isNPL,longdesc,forCod
YR24025,Dee Dee,DDS992283A ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR24026,Dee Dee,DDS992284A ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR25001,Dee Dee,DTP464191 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR25002,Dee Dee,DTP464193 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR25003,Dee Dee,DTP464194 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR25004,Dee Dee,DTP464291,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR25005,Dee Dee,DTP464293 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR25006,Dee Dee,DTP464294 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR26001,Dee Dee,DPK442282C,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR26002,Dee Dee,DPK442283C,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR26003,Dee Dee,DPK442284C,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR26004,Dee Dee,DSG442482 ,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR26005,Dee Dee,DSG442540 ,0,Y,Y,Y,2,1,48,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,4800,,N,N, ,N
YR27001,Dee Dee,DBW640291,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR27002,Dee Dee,DBW640292,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR27003,Dee Dee,DBW640293,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR27004,Dee Dee,DBW640294 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR28001,Dee Dee,DBW640991,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR28002,Dee Dee,DBW640992 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR28003,Dee Dee,DBW640993,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR28004,Dee Dee,DBW640994,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR29001,Dee Dee,DFW662902,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR29002,Dee Dee,DFW662903,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR29003,Dee Dee,DFW662904,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR29004,Dee Dee,DFW662092,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR29005,Dee Dee,DFW662093 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR29006,Dee Dee,DFW662094,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR30001,Dee Dee,DDM497073,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR30002,Dee Dee,DDM497074,0,Y,Y,Y,2,1,432,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,43200,,N,N, ,N
YR30003,Dee Dee,DDM497193,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR30004,Dee Dee,DDM497194,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR30005,Dee Dee,DDM497195 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR31001,Dee Dee,DDP356267,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR32001,Dee Dee,DPS442267 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR33001,Dee Dee,DPT464267 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR34001,Dee Dee,DBD761291 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR34002,Dee Dee,DBD761292 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR35001,Dee Dee,DBD750291,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR35002,Dee Dee,DBD750292,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR36001,Dee Dee,DBD794091 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR36002,Dee Dee,DBD794092 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR36003,Dee Dee,DBD794191 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR36004,Dee Dee,DBD794192 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR37001,Dee Dee,DBD789091,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR37002,Dee Dee,DBD789092 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR37003,Dee Dee,DBD789191 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR37004,Dee Dee,DBD789192,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR38001,Dee Dee,DBD750261 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR38002,Dee Dee,DBD750262 ,0,Y,Y,Y,2,1,6,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,600,,N,N, ,N
YR39001,Dee Dee,DBD761261 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR39002,Dee Dee,DBD761262 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR40001,Evany,ESC 871996 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR40002,Evany,ESC 871995 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR40003,Evany,ESC 871993,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR40004,Evany,ESC 871994 ,0,Y,Y,Y,2,1,24,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,2400,,N,N, ,N
YR40005,Evany,ESC 871395 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR40006,Evany,ESC 871396 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR40007,Evany,ESC 871393 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR40008,Evany,ESC 871394 ,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,1200,,N,N, ,N
YR41001,Evany,ETB871267 ,0,Y,Y,Y,2,1,4,1,0,0,0,0,0,0,0,0,2/3/2023,2/3/2023,2/3/2023,N,2023,2/3/23 0:00,admin,Y,400,,N,N, ,N
YR42001,CAP POHON,CTO376390,0,Y,Y,Y,2,1,12,1,0,0,0,0,0,0,0,0,5/5/2023,5/5/2023,5/5/2023,N,2023,5/5/23 0:00,admin,Y,1200,,N,N, ,N
